,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedent_questions,consequent_questions,support_pct,confidence_pct
3294680,"frozenset({'Q108_Personen im Haushalt.2', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q89_BKK'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[108, 30]",[89],100.0,100.0
3294682,frozenset({'Q108_Personen im Haushalt.2'}),"frozenset({'Q89_BKK', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[89, 30]",100.0,100.0
3294627,frozenset({'Q70_63.89293945455572'}),"frozenset({'Q108_Personen im Haushalt.2', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[70],"[108, 30]",100.0,100.0
3294683,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q89_BKK', 'Q108_Personen im Haushalt.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[89, 108]",100.0,100.0
3294698,"frozenset({'Q108_Personen im Haushalt.2', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q76_94.55611866412475'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[108, 30]",[76],100.0,100.0
3294697,"frozenset({'Q76_94.55611866412475', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q108_Personen im Haushalt.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[76, 30]",[108],100.0,100.0
3294696,"frozenset({'Q76_94.55611866412475', 'Q108_Personen im Haushalt.2'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[76, 108]",[30],100.0,100.0
3294695,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q89_BKK (Fortsetzung).17', 'Q108_Personen im Haushalt.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[89, 108]",100.0,100.0
3294694,frozenset({'Q108_Personen im Haushalt.2'}),"frozenset({'Q89_BKK (Fortsetzung).17', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[89, 30]",100.0,100.0
3294693,frozenset({'Q89_BKK (Fortsetzung).17'}),"frozenset({'Q108_Personen im Haushalt.2', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[89],"[108, 30]",100.0,100.0
3294692,"frozenset({'Q108_Personen im Haushalt.2', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q89_BKK (Fortsetzung).17'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[108, 30]",[89],100.0,100.0
3294691,"frozenset({'Q89_BKK (Fortsetzung).17', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q108_Personen im Haushalt.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[89, 30]",[108],100.0,100.0
3294690,"frozenset({'Q89_BKK (Fortsetzung).17', 'Q108_Personen im Haushalt.2'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[89, 108]",[30],100.0,100.0
3294689,frozenset({'Q89_BKK.5'}),"frozenset({'Q108_Personen im Haushalt.2', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[89],"[108, 30]",100.0,100.0
3294688,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q108_Personen im Haushalt.2', 'Q89_BKK.5'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[108, 89]",100.0,100.0
3294687,frozenset({'Q108_Personen im Haushalt.2'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q89_BKK.5'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[30, 89]",100.0,100.0
3294686,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q89_BKK.5'})",frozenset({'Q108_Personen im Haushalt.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 89]",[108],100.0,100.0
3294685,"frozenset({'Q108_Personen im Haushalt.2', 'Q89_BKK.5'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[108, 89]",[30],100.0,100.0
3294684,"frozenset({'Q108_Personen im Haushalt.2', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q89_BKK.5'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[108, 30]",[89],100.0,100.0
3294664,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q108_Personen im Haushalt.2', 'Q59_BKK (Fortsetzung).8'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[108, 59]",100.0,100.0
3294663,frozenset({'Q108_Personen im Haushalt.2'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q59_BKK (Fortsetzung).8'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[30, 59]",100.0,100.0
3294662,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q59_BKK (Fortsetzung).8'})",frozenset({'Q108_Personen im Haushalt.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 59]",[108],100.0,100.0
3294661,"frozenset({'Q108_Personen im Haushalt.2', 'Q59_BKK (Fortsetzung).8'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[108, 59]",[30],100.0,100.0
3294642,"frozenset({'Q58_Reklamationszufriedenheit', 'Q108_Personen im Haushalt.2'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[58, 108]",[30],100.0,100.0
3294641,frozenset({'Q70_64.20520686777013'}),"frozenset({'Q108_Personen im Haushalt.2', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[70],"[108, 30]",100.0,100.0
3294640,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q108_Personen im Haushalt.2', 'Q70_64.20520686777013'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[108, 70]",100.0,100.0
3294639,frozenset({'Q108_Personen im Haushalt.2'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q70_64.20520686777013'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[30, 70]",100.0,100.0
3294638,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q70_64.20520686777013'})",frozenset({'Q108_Personen im Haushalt.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 70]",[108],100.0,100.0
3294637,"frozenset({'Q108_Personen im Haushalt.2', 'Q70_64.20520686777013'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[108, 70]",[30],100.0,100.0
3294636,"frozenset({'Q108_Personen im Haushalt.2', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q70_64.20520686777013'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[108, 30]",[70],100.0,100.0
3294635,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q70_61.777600178356806', 'Q108_Personen im Haushalt.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[70, 108]",100.0,100.0
3294634,frozenset({'Q108_Personen im Haushalt.2'}),"frozenset({'Q70_61.777600178356806', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[70, 30]",100.0,100.0
3294633,frozenset({'Q70_61.777600178356806'}),"frozenset({'Q108_Personen im Haushalt.2', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[70],"[108, 30]",100.0,100.0
3294632,"frozenset({'Q108_Personen im Haushalt.2', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q70_61.777600178356806'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[108, 30]",[70],100.0,100.0
3294631,"frozenset({'Q70_61.777600178356806', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q108_Personen im Haushalt.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[70, 30]",[108],100.0,100.0
3294630,"frozenset({'Q70_61.777600178356806', 'Q108_Personen im Haushalt.2'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[70, 108]",[30],100.0,100.0
3294629,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q70_63.89293945455572', 'Q108_Personen im Haushalt.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[70, 108]",100.0,100.0
3294628,frozenset({'Q108_Personen im Haushalt.2'}),"frozenset({'Q70_63.89293945455572', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[70, 30]",100.0,100.0
3294643,"frozenset({'Q58_Reklamationszufriedenheit', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q108_Personen im Haushalt.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[58, 30]",[108],100.0,100.0
3294644,"frozenset({'Q108_Personen im Haushalt.2', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q58_Reklamationszufriedenheit'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[108, 30]",[58],100.0,100.0
3294645,frozenset({'Q58_Reklamationszufriedenheit'}),"frozenset({'Q108_Personen im Haushalt.2', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[58],"[108, 30]",100.0,100.0
3294654,"frozenset({'Q108_Personen im Haushalt.2', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q58_Nutzung quad Video-/Onlineberatung'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[108, 30]",[58],100.0,100.0
3294660,"frozenset({'Q108_Personen im Haushalt.2', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q59_BKK (Fortsetzung).8'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[108, 30]",[59],100.0,100.0
3294659,frozenset({'Q58_Nutzung quad Video-/Onlineberatung'}),"frozenset({'Q108_Personen im Haushalt.2', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[58],"[108, 30]",100.0,100.0
3294658,frozenset({'Q108_Personen im Haushalt.2'}),"frozenset({'Q58_Nutzung quad Video-/Onlineberatung', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[58, 30]",100.0,100.0
3294657,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q108_Personen im Haushalt.2', 'Q58_Nutzung quad Video-/Onlineberatung'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[108, 58]",100.0,100.0
3294656,"frozenset({'Q108_Personen im Haushalt.2', 'Q58_Nutzung quad Video-/Onlineberatung'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[108, 58]",[30],100.0,100.0
3294655,"frozenset({'Q58_Nutzung quad Video-/Onlineberatung', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q108_Personen im Haushalt.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[58, 30]",[108],100.0,100.0
3294653,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q58_Kontaktaufn.: Videotelefonie', 'Q108_Personen im Haushalt.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[58, 108]",100.0,100.0
3294646,frozenset({'Q108_Personen im Haushalt.2'}),"frozenset({'Q58_Reklamationszufriedenheit', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[58, 30]",100.0,100.0
3294652,frozenset({'Q108_Personen im Haushalt.2'}),"frozenset({'Q58_Kontaktaufn.: Videotelefonie', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[58, 30]",100.0,100.0
3294651,frozenset({'Q58_Kontaktaufn.: Videotelefonie'}),"frozenset({'Q108_Personen im Haushalt.2', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[58],"[108, 30]",100.0,100.0
3294650,"frozenset({'Q108_Personen im Haushalt.2', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q58_Kontaktaufn.: Videotelefonie'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[108, 30]",[58],100.0,100.0
3294649,"frozenset({'Q58_Kontaktaufn.: Videotelefonie', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q108_Personen im Haushalt.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[58, 30]",[108],100.0,100.0
3294648,"frozenset({'Q58_Kontaktaufn.: Videotelefonie', 'Q108_Personen im Haushalt.2'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[58, 108]",[30],100.0,100.0
3294647,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q58_Reklamationszufriedenheit', 'Q108_Personen im Haushalt.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[58, 108]",100.0,100.0
3294551,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q108_Beruf', 'Q108_Personen im Haushalt.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[108, 108]",100.0,100.0
3294549,frozenset({'Q108_Beruf'}),"frozenset({'Q108_Personen im Haushalt.2', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[108, 30]",100.0,100.0
3294700,frozenset({'Q108_Personen im Haushalt.2'}),"frozenset({'Q76_94.55611866412475', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[76, 30]",100.0,100.0
3294455,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q29_Nutzung quad Newsletter', 'Q89_BKK'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[29, 89]",100.0,100.0
3294453,frozenset({'Q29_Nutzung quad Newsletter'}),"frozenset({'Q89_BKK', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[89, 30]",100.0,100.0
3294452,"frozenset({'Q89_BKK', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q29_Nutzung quad Newsletter'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[89, 30]",[29],100.0,100.0
3294451,"frozenset({'Q29_Nutzung quad Newsletter', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q89_BKK'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[89],100.0,100.0
3294450,"frozenset({'Q29_Nutzung quad Newsletter', 'Q89_BKK'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 89]",[30],100.0,100.0
3294449,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q29_Nutzung quad Newsletter', 'Q59_Geschlecht.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[29, 59]",100.0,100.0
3294448,frozenset({'Q59_Geschlecht.1'}),"frozenset({'Q29_Nutzung quad Newsletter', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[59],"[29, 30]",100.0,100.0
3294447,frozenset({'Q29_Nutzung quad Newsletter'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q59_Geschlecht.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[30, 59]",100.0,100.0
3294446,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q59_Geschlecht.1'})",frozenset({'Q29_Nutzung quad Newsletter'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 59]",[29],100.0,100.0
3294445,"frozenset({'Q29_Nutzung quad Newsletter', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q59_Geschlecht.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[59],100.0,100.0
3294444,"frozenset({'Q29_Nutzung quad Newsletter', 'Q59_Geschlecht.1'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 59]",[30],100.0,100.0
3294443,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q59_Geschlecht', 'Q29_Nutzung quad Newsletter'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[59, 29]",100.0,100.0
3294442,frozenset({'Q59_Geschlecht'}),"frozenset({'Q29_Nutzung quad Newsletter', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[59],"[29, 30]",100.0,100.0
3294441,frozenset({'Q29_Nutzung quad Newsletter'}),"frozenset({'Q59_Geschlecht', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[59, 30]",100.0,100.0
3294440,"frozenset({'Q59_Geschlecht', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q29_Nutzung quad Newsletter'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[59, 30]",[29],100.0,100.0
3294439,"frozenset({'Q29_Nutzung quad Newsletter', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q59_Geschlecht'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[59],100.0,100.0
3294454,frozenset({'Q89_BKK'}),"frozenset({'Q29_Nutzung quad Newsletter', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[89],"[29, 30]",100.0,100.0
3294456,"frozenset({'Q29_Nutzung quad Newsletter', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q89_BKK.5'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[89],100.0,100.0
3294437,frozenset({'Q59_BKK (Fortsetzung).8'}),"frozenset({'Q29_Nutzung quad Newsletter', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[59],"[29, 30]",100.0,100.0
3294457,"frozenset({'Q29_Nutzung quad Newsletter', 'Q89_BKK.5'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 89]",[30],100.0,100.0
3294472,frozenset({'Q29_Nutzung quad Newsletter'}),"frozenset({'Q76_94.55611866412475', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[76, 30]",100.0,100.0
3294471,frozenset({'Q76_94.55611866412475'}),"frozenset({'Q29_Nutzung quad Newsletter', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[76],"[29, 30]",100.0,100.0
3294470,"frozenset({'Q29_Nutzung quad Newsletter', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q76_94.55611866412475'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[76],100.0,100.0
3294469,"frozenset({'Q76_94.55611866412475', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q29_Nutzung quad Newsletter'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[76, 30]",[29],100.0,100.0
3294468,"frozenset({'Q76_94.55611866412475', 'Q29_Nutzung quad Newsletter'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[76, 29]",[30],100.0,100.0
3294467,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q29_Nutzung quad Newsletter', 'Q89_BKK (Fortsetzung).17'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[29, 89]",100.0,100.0
3294466,frozenset({'Q89_BKK (Fortsetzung).17'}),"frozenset({'Q29_Nutzung quad Newsletter', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[89],"[29, 30]",100.0,100.0
3294465,frozenset({'Q29_Nutzung quad Newsletter'}),"frozenset({'Q89_BKK (Fortsetzung).17', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[89, 30]",100.0,100.0
3294464,"frozenset({'Q89_BKK (Fortsetzung).17', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q29_Nutzung quad Newsletter'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[89, 30]",[29],100.0,100.0
3294463,"frozenset({'Q29_Nutzung quad Newsletter', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q89_BKK (Fortsetzung).17'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[89],100.0,100.0
3294462,"frozenset({'Q29_Nutzung quad Newsletter', 'Q89_BKK (Fortsetzung).17'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 89]",[30],100.0,100.0
3294461,frozenset({'Q89_BKK.5'}),"frozenset({'Q29_Nutzung quad Newsletter', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[89],"[29, 30]",100.0,100.0
3294460,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q29_Nutzung quad Newsletter', 'Q89_BKK.5'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[29, 89]",100.0,100.0
3294459,frozenset({'Q29_Nutzung quad Newsletter'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q89_BKK.5'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[30, 89]",100.0,100.0
3294458,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q89_BKK.5'})",frozenset({'Q29_Nutzung quad Newsletter'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 89]",[29],100.0,100.0
3294438,"frozenset({'Q59_Geschlecht', 'Q29_Nutzung quad Newsletter'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[59, 29]",[30],100.0,100.0
3294436,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q29_Nutzung quad Newsletter', 'Q59_BKK (Fortsetzung).8'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[29, 59]",100.0,100.0
3294548,"frozenset({'Q108_Personen im Haushalt.2', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q108_Beruf'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[108, 30]",[108],100.0,100.0
3294417,frozenset({'Q58_Reklamationszufriedenheit'}),"frozenset({'Q29_Nutzung quad Newsletter', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[58],"[29, 30]",100.0,100.0
